Record_ID,Year,Region,District,Commodity,Commodity_Category,Farm_Size_Ha,Area_Harvested_Ha,Production_MT,Yield_MT_per_Ha,Farmers_Count,Farmgate_Price_UGX_per_Kg,Estimated_Production_Value_UGX,Input_Cost_UGX,Estimated_Profit_UGX,Profit_Margin_Percent,Export_Volume_MT,Export_Value_USD,Export_Value_UGX,Export_Price_USD_per_MT,Import_Volume_MT,Import_Value_USD,Import_Price_USD_per_MT,Trade_Balance_USD,Export_Share_Percent,Global_Demand_Index,Employment_Estimate,Processing_Level,Value_Addition_Index,Market_Access_Index,Input_Cost_Index,Infrastructure_Index,Rainfall_Index,Climate_Risk_Index,Post_Harvest_Loss_Percent,Access_to_Finance_Index,Data_Status,Source_Basis
UAB-114174,2018, northern,Lwengo,Tomatoes,Horticulture,0.78,0.71,9.99,14.07,1,1948,19460520,9045768,9508864,48.86,0.87,663.7,2468964,762.87,1.29,1058.12,820.25,-394.42,8.74,105,3,Paste/Sauce,43,77,109,68,99.0,34,9.31,65.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106459,2020,Western,Kibaale,Maize,Cereals,0.4,0.38,0.74,1.94,2,1155,854700,475155,349459,40.89,0.14,36.64,136300,261.69,0.0,0.0,229.85,36.64,18.67,99,3,Raw Grain,35,56,125,59,125.0,10,7.04,52.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107852,2021,Central,Mukono,Dairy/Milk,Livestock & Fisheries,4.16,3.57,12.85,3.6,12,1496,19223600,7681746,11067992,57.58,3.33,2848.32,10196985,855.35,0.0,0.0,926.75,2848.32,25.94,99,16,Raw Liquid Milk,17,79,133,67,79.0,57,4.93,64.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114672,2023,Eastern,Mayuge,Sweet Potatoes,Roots & Tubers,0.56,0.48,3.36,6.99,2,814,2735040,1196548,1396406,51.06,0.09,31.71,121132,352.33,0.03,11.82,393.93,19.89,2.58,127,6,Fresh Tuber,42,76,147,61,118.0,10,10.39,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108116,2018,Central,Wakiso,Beef,Livestock & Fisheries,1.15,1.0,2.29,2.29,4,13283,30418070,14293046,15071037,49.55,0.24,953.55,3547206,3973.14,0.06,229.5,3824.94,724.05,10.51,108,9,Chilled Prime Cuts,62,74,119,50,131.0,10,6.93,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100829,2022,Eastern,Busia,Coffee,Export Cash Crops,2.68,2.42,3.51,1.45,8,9785,34345350,15896158,15655197,45.58,3.44,13995.19,52481962,4068.37,0.03,120.52,4017.31,13874.67,98.0,111,14,Secondary Processed,60,59,150,64,62.0,72,16.27,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119613,2021,Western,Fort Portal,Sweet Potatoes,Roots & Tubers,4.55,4.07,60.36,14.83,10,701,42312360,22271036,19406638,45.87,2.14,735.97,2634772,343.91,0.86,322.21,374.66,413.76,3.55,91,14,Processed Puree,46,47,150,52,98.0,29,3.0,71.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113972,2022,Northern,Pader,Cocoa,Export Cash Crops,3.65,3.01,3.28,1.09,4,11810,38736800,21172899,14689630,37.92,3.21,14329.54,53735775,4464.03,0.05,240.07,4801.47,14089.47,98.0,120,6,Semi-Processed Liquor,35,40,150,41,89.0,50,14.84,45.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119395,2015,Northern,Dokolo,Sorghum,Cereals,3.1,2.81,4.58,1.63,4,1055,4831900,1793707,2843950,58.86,0.48,129.53,419677,269.85,0.03,7.65,254.84,121.88,10.53,95,7,Malt Grade,54,40,104,46,85.0,45,8.04,40.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113795,2024,Northern,Apac,Tobacco,Export Cash Crops,2.16,1.98,3.27,1.65,9,7460,24394200,13918956,8476139,34.75,3.06,11936.2,46312456,3900.72,0.05,170.33,3406.64,11765.87,93.55,115,15,Processed Cut Rag,57,44,149,57,98.0,30,16.39,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105624,2022,Western,Fort Portal,Groundnuts,Legumes,0.94,0.86,0.99,1.15,6,4826,4777740,1793220,2907359,60.85,0.09,98.01,367537,1089.0,0.04,45.73,1143.15,52.28,9.08,118,9,Shelling Raw,31,80,129,70,72.0,53,3.23,30.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116785,2021,Eastern,Iganga,Horticultural Products,Horticulture,1.16,0.99,9.01,9.1,2,3564,32111640,14177347,17081728,53.19,6.17,17612.57,63053000,2854.55,0.04,115.19,2879.86,17497.38,68.5,93,6,Chilled Fresh Produce,66,56,119,81,93.0,41,5.31,29.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111832,2021,Western,Hoima,Irish Potatoes,Roots & Tubers,0.34,0.28,1.59,5.67,2,1733,2755470,1309217,1266183,45.95,0.07,37.1,132818,530.05,0.0,0.0,537.56,37.1,4.14,102,3,Crisps/Frozen Potato,46,82,102,67,80.0,46,13.07,36.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107734,2015,Northern,Kotido,Groundnuts,Legumes,0.3,0.24,0.19,0.79,1,3262,619780,327270,218632,35.28,0.01,7.46,24170,745.76,0.0,0.0,676.11,7.46,6.09,96,2,Shelling Raw,30,20,93,15,68.0,56,23.84,43.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118507,2015,Western,Fort Portal,Sorghum,Cereals,5.63,4.98,5.48,1.1,15,1198,6565040,2756414,3533879,53.83,0.51,149.78,485287,293.68,0.16,42.82,267.64,106.96,9.36,87,23,Malt Grade,44,66,98,62,112.0,24,8.37,28.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116946,2018,Central,Kayunga,Horticultural Products,Horticulture,1.16,1.1,11.5,10.45,4,3764,43286000,22385886,18917615,43.7,5.65,12923.98,48077205,2287.43,0.02,44.01,2200.48,12879.97,49.12,92,8,Chilled Fresh Produce,71,86,138,58,116.0,18,9.16,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104168,2019,Eastern,Tororo,Horticultural Products,Horticulture,1.83,1.77,17.19,9.71,6,3656,62846640,31051410,28194117,44.86,8.26,17893.14,66204618,2166.24,0.08,164.65,2058.17,17728.49,48.05,96,9,Fresh Cut Flowers,33,51,129,61,100.0,26,11.46,44.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101493,2018,Northern,Apac,Dairy/Milk,Livestock & Fisheries,5.86,4.83,25.6,5.3,9,1105,28288000,13079318,13955523,49.33,6.73,5572.1,20728212,827.95,0.4,357.18,892.94,5214.92,26.28,107,14,Raw Liquid Milk,19,33,114,53,107.0,10,8.86,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111132,2019,Western,Kamwenge,Fish,Livestock & Fisheries,4.22,3.51,13.37,3.81,8,11465,153287050,59890677,85954286,56.07,4.7,22978.06,85018822,4888.95,0.31,1300.98,4196.71,21677.08,35.18,97,17,Fishmeal/Dried,89,71,115,65,140.0,10,9.71,31.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113222,2017,Central,Wakiso,Cassava,Roots & Tubers,5.82,5.56,83.29,14.98,15,451,37563790,14247166,21789655,58.01,0.74,174.44,629728,235.73,0.67,157.36,234.87,17.08,0.89,79,30,High-Quality Starch,86,75,125,72,82.0,36,8.13,58.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103366,2024,Western,Kabale,Onions,Horticulture,0.76,0.71,8.38,11.8,2,3052,25575760,11894233,11854138,46.35,1.22,950.25,3686970,778.89,0.03,24.51,817.09,925.74,14.5,128,5,Fresh Bulb,17,72,150,68,107.0,24,14.29,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104315,2022,Western,Rubirizi,Coffee,Export Cash Crops,0.4,0.35,0.82,2.33,1,10393,8522260,4639640,3693851,43.34,0.8,3601.88,13507050,4502.35,0.0,0.0,4049.96,3601.88,98.0,115,3,Secondary Processed,56,66,129,62,86.0,32,4.43,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108034,2023,Central,Masaka,Sugarcane,Industrial Crops,30.94,26.88,1496.95,55.69,73,208,311365600,147642393,159052723,51.08,255.23,183107.11,699469160,717.42,175.41,129906.89,740.59,53200.22,17.05,124,135,Ethanol/Molasses,82,79,142,69,115.0,10,3.0,53.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112171,2022,Eastern,Pallisa,Tea,Export Cash Crops,2.41,2.36,17.09,7.24,6,1649,28181410,11482280,15390103,54.61,16.75,35606.14,133523025,2125.74,0.54,993.29,1839.43,34612.85,98.0,119,8,Made Tea (Black),21,59,131,38,93.0,44,9.29,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103170,2019,Western,Ntungamo,Horticultural Products,Horticulture,1.97,1.6,16.99,10.62,5,3484,59193160,29597965,25854187,43.68,9.46,25009.59,92535483,2643.72,0.1,296.88,2968.82,24712.71,55.7,80,8,Chilled Fresh Produce,49,60,114,58,119.0,13,12.64,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102937,2018,Eastern,Soroti,Horticultural Products,Horticulture,0.76,0.61,6.53,10.71,4,3802,24827060,13004508,10238585,41.24,3.74,8319.93,30950139,2224.58,0.13,272.69,2097.62,8047.24,57.22,105,7,Chilled Fresh Produce,46,59,120,89,97.0,43,12.76,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100515,2016,Eastern,Busia,Soybeans,Legumes,2.34,2.13,2.88,1.35,5,1716,4942080,2690156,1900542,38.46,0.59,244.96,837763,415.19,0.13,53.67,412.85,191.29,20.61,103,8,Raw Seed,19,55,73,66,81.0,44,14.22,45.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107074,2018,Central,Mukono,Cocoa,Export Cash Crops,1.41,1.26,1.34,1.06,3,10966,14694440,8334591,5581043,37.98,1.19,3580.52,13319534,3008.84,0.03,91.13,3037.69,3489.39,88.8,94,5,Fermented Beans,22,75,109,62,141.0,10,10.6,63.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111875,2021,Central,Kayunga,Horticultural Products,Horticulture,2.31,2.22,20.54,9.25,5,4568,93826720,48397749,43683794,46.56,11.36,28543.02,102184011,2512.59,0.18,444.72,2470.67,28098.3,55.32,110,8,Fresh Cut Flowers,35,67,129,58,91.0,44,3.72,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119771,2023,Western,Kamwenge,Rice,Cereals,0.53,0.46,1.38,3.01,2,4398,6069240,2664179,3248474,53.52,0.08,76.98,294063,962.22,0.74,660.98,893.21,-584.0,6.11,107,5,Husked Rice,36,62,150,71,85.0,36,5.16,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115122,2023,Western,Mbarara,Beans,Legumes,4.21,3.43,5.25,1.53,10,3998,20989500,11297483,8807309,41.96,0.6,520.59,1988653,867.65,0.29,284.21,980.02,236.38,11.44,109,16,Canned/Packaged,44,57,150,63,107.0,10,8.43,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100431,2024,Central,Sembabule,Bananas,Roots & Tubers,0.32,0.27,4.2,15.55,1,1126,4729200,2641722,1945602,41.14,0.31,153.13,594144,493.97,0.09,48.74,541.51,104.39,7.49,135,4,Fresh Bunch,34,82,150,97,119.0,10,6.0,60.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119007,2022,Western,Kabale,Groundnuts,Legumes,2.23,1.84,2.52,1.37,5,5331,13434120,5963291,7269317,54.11,0.35,375.81,1409287,1073.74,0.02,23.63,1181.31,352.18,13.94,128,9,Shelling Raw,51,94,138,66,85.0,45,3.0,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117219,2015,Eastern,Bugiri,Beef,Livestock & Fisheries,0.97,0.93,2.0,2.15,3,9694,19388000,8316470,10068201,51.93,0.08,286.33,927709,3579.09,0.06,202.9,3381.71,83.43,3.84,100,6,Chilled Prime Cuts,64,54,94,60,116.0,13,10.35,30.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107041,2017,Western,Fort Portal,Groundnuts,Legumes,3.61,3.04,3.34,1.1,7,4118,13754120,6186520,6542918,47.57,0.35,334.25,1206642,954.99,0.15,127.78,851.86,206.47,10.43,119,11,Shelling Raw,38,68,120,73,111.0,14,14.9,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110476,2017,Northern,Yumbe,Tobacco,Export Cash Crops,3.35,2.79,3.46,1.24,4,5174,17902040,7722138,9114730,50.91,2.52,7126.71,25727423,2828.06,0.02,61.26,3063.12,7065.45,72.76,94,8,Cured Leaf,40,22,120,42,99.0,21,11.9,36.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100658,2023,Eastern,Katakwi,Irish Potatoes,Roots & Tubers,0.36,0.33,2.04,6.17,2,1891,3857640,1883546,1916229,49.67,0.16,103.12,393918,644.53,0.01,6.03,603.29,97.09,7.84,116,6,Crisps/Frozen Potato,78,61,148,52,145.0,10,3.0,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114887,2021,Western,Mbarara,Cocoa,Export Cash Crops,8.4,6.71,6.24,0.93,12,11641,72639840,40498493,29925831,41.2,4.6,17675.96,63279936,3842.6,0.03,107.35,3578.27,17568.61,73.66,92,16,Fermented Beans,31,70,125,59,93.0,27,6.1,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119649,2024,Northern,Arua,Groundnuts,Legumes,1.14,1.0,1.28,1.28,4,4656,5959680,2680269,2970997,49.85,0.09,115.08,446510,1278.69,0.0,0.0,1220.75,115.08,6.86,119,8,Shelling Raw,34,37,150,56,115.0,13,10.35,28.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100007,2016,Northern,Apac,Sweet Potatoes,Roots & Tubers,6.73,5.82,65.13,11.19,12,575,37449749,20946989,14165895,37.83,2.36,584.81,2000050,247.8,2.28,505.8,221.84,79.01,3.63,100,14,Fresh Tuber,20,49,96,54,79.0,53,12.48,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117093,2021,Northern,Arua,Coffee,Export Cash Crops,1.15,1.06,1.97,1.86,2,8703,17144910,6893225,8986390,52.41,1.93,6061.94,21701745,3140.9,0.06,204.46,3407.64,5857.48,98.0,117,5,Graded Raw,24,36,113,63,86.0,42,14.76,36.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110584,2017,Eastern,Busia,Soybeans,Legumes,14.12,12.15,24.3,2.0,30,1998,48551400,21421913,25512725,52.55,5.0,2101.3,7585693,420.26,4.86,1821.24,374.74,280.06,20.57,95,38,Raw Seed,15,51,93,50,114.0,10,6.66,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119719,2015,WESTERN,Kitgum,Groundnuts,Legumes,4.74,3.97,4.96,1.25,6,3136,15554560,6274583,7578308,48.72,0.3,239.39,775623,797.98,0.16,130.67,816.71,108.72,6.13,68,10,Shelling Raw,28,31,105,42,97.0,17,21.88,24.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110482,2023,Northern,Pader,Horticultural Products,Horticulture,4.69,3.92,40.06,10.22,8,4696,188121760,70708121,99099985,52.68,36.8,108609.31,414887564,2951.34,1.04,3342.49,3213.93,105266.82,91.87,134,14,Chilled Fresh Produce,53,34,150,24,116.0,10,19.47,40.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119607,2020,Northern,Kotido,Soybeans,Legumes,0.3,0.26,0.5,1.92,2,2361,1180500,663055,427195,36.19,0.17,85.4,317688,502.38,0.08,42.2,527.46,43.2,34.03,100,3,Raw Seed,30,34,130,52,107.0,29,15.29,30.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106244,2023,Northern,Apac,Rice,Cereals,2.33,1.97,9.48,4.81,8,4312,40877760,20915831,16902228,41.35,0.97,1028.35,3928296,1060.15,2.74,2922.57,1066.63,-1894.22,10.27,128,16,Milled White Rice,67,31,150,47,134.0,10,14.97,21.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109393,2021,Western,Kabale,Sorghum,Cereals,4.07,3.59,4.56,1.27,6,1665,7592400,2916972,4131812,54.42,0.62,227.74,815309,367.33,0.11,42.59,387.22,185.15,13.65,111,12,Malt Grade,65,61,126,60,95.0,39,14.32,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119664,2018,Eastern,Jinja,Beans,Legumes,1.23,1.17,1.77,1.51,6,3180,5628600,2733170,2717847,48.29,0.35,229.8,854856,656.56,0.02,11.81,590.47,217.99,20.03,111,9,Raw Sorted,34,58,114,57,115.0,12,6.31,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117052,2015,Eastern,Pallisa,Maize,Cereals,4.22,3.81,9.68,2.54,7,930,9002400,4323983,4145024,46.04,2.23,575.36,1864166,258.01,1.16,292.51,252.16,282.85,22.99,93,15,Animal Feed Grade,93,57,87,63,93.0,31,11.85,38.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106033,2019,Eastern,Kamuli,Beans,Legumes,3.41,3.34,3.54,1.06,7,3236,11455440,5006327,6028698,52.63,0.65,415.43,1537091,639.12,0.24,143.68,598.67,271.75,18.37,104,10,Raw Sorted,19,63,135,55,116.0,16,7.34,40.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113477,2021,Central,Wakiso,Tobacco,Export Cash Crops,1.97,1.68,3.06,1.82,2,5893,18032580,9736897,7513970,41.67,2.09,6750.99,24168544,3230.14,0.11,324.85,2953.21,6426.14,68.21,89,5,Cured Leaf,41,69,134,97,102.0,18,8.67,66.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108758,2021,Central,Kyenjojo,Bananas,Roots & Tubers,1.41,1.26,17.02,13.51,3,954,16237080,7199475,8220068,50.63,0.41,162.22,580747,395.66,0.21,79.69,379.46,82.53,2.4,96,6,Fresh Bunch,27,71,135,52,99.0,41,10.07,61.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110472,2018,Eastern,Busia,Dairy/Milk,Livestock & Fisheries,12.34,11.09,41.03,3.7,30,1318,54077540,25321531,27944845,51.68,11.4,9980.13,37126083,875.45,0.27,261.98,970.31,9718.15,27.79,112,44,Pasteurized Milk,41,76,127,62,117.0,17,3.0,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102035,2017,Central,Mukono,Beef,Livestock & Fisheries,0.5,0.47,1.06,2.26,2,13865,14696900,7887358,5946833,40.46,0.08,274.77,991919,3434.58,0.03,93.06,3101.86,181.71,7.34,101,3,Chilled Prime Cuts,55,84,105,57,127.0,18,11.74,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112869,2015,Central,Kyenjojo,Dairy/Milk,Livestock & Fisheries,0.71,0.65,3.28,5.05,2,1160,3804800,1710645,2037083,53.54,0.58,468.5,1517940,807.76,0.43,343.77,799.46,124.73,17.76,96,4,Raw Liquid Milk,34,83,113,83,85.0,22,3.0,71.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100310,2023,Central,Wakiso,Groundnuts,Legumes,2.76,2.68,3.11,1.16,4,6252,19443720,11205674,7518628,38.67,0.2,224.19,856405,1120.95,0.03,31.92,1064.05,192.27,6.43,112,5,Peanut Butter/Paste,38,77,150,61,106.0,16,7.4,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115690,2021,Eastern,Kamuli,Beef,Livestock & Fisheries,0.5,0.42,0.46,1.09,1,12612,5801520,2499023,2894069,49.88,0.02,87.62,313679,4381.2,0.01,46.21,4621.01,41.41,4.0,102,2,Chilled Prime Cuts,71,68,133,73,82.0,48,14.08,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105220,2020,Northern,Nebbi,Beans,Legumes,1.22,1.0,1.24,1.24,4,3464,4295360,1888402,2265855,52.75,0.19,146.54,545128,771.26,0.0,0.0,817.12,146.54,15.31,104,7,Canned/Packaged,55,45,112,66,115.0,10,6.57,41.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113976,2020,Western,Hoima,Millet,Cereals,0.3,0.25,0.33,1.33,1,2111,696630,273431,398956,57.27,0.04,18.94,70456,473.4,0.0,0.0,521.88,18.94,10.7,94,4,Raw Grain,33,60,134,66,86.0,47,6.96,43.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113792,2015,Northern,Dokolo,Bananas,Roots & Tubers,0.39,0.33,5.94,18.0,3,724,4300560,2082523,1941295,45.14,0.3,107.68,348883,358.92,0.02,6.19,309.6,101.49,5.0,95,6,Puree/Flour/Wine,62,44,128,58,112.0,33,12.87,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104919,2021,Western,Mbarara,Tobacco,Export Cash Crops,1.42,1.19,1.68,1.41,3,5111,8586480,3570083,4379709,51.01,1.37,4189.25,14997515,3057.85,0.02,61.03,3051.41,4128.22,81.73,110,7,Processed Cut Rag,47,43,139,46,95.0,39,14.83,31.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113522,2021,Western,Ibanda,Groundnuts,Legumes,1.76,1.63,1.61,0.99,4,4682,7538020,3272149,3775899,50.09,0.1,112.49,402714,1124.88,0.02,21.5,1074.93,90.99,6.43,126,8,Peanut Butter/Paste,51,73,137,58,89.0,44,13.0,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106003,2020,Western,Bushenyi,Onions,Horticulture,0.52,0.41,6.1,14.88,1,2906,17726600,10083297,7081369,39.95,0.41,284.57,1058600,694.08,0.53,365.84,690.26,-81.27,6.8,92,2,Fresh Bulb,28,70,136,58,94.0,29,6.34,65.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108139,2019,Central,Luwero,Fish,Livestock/Fisheries,15.56,15.25,40.26,2.64,41,9449,380416740,148773830,217719657,57.23,23.41,95584.67,353663279,4083.07,1.86,8683.97,4668.8,86900.7,58.15,102,50,Whole Fresh,15,79,125,82,109.0,35,7.32,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107130,2023,Central,kyenjojo ,Fish,Livestock & Fisheries,0.76,0.63,1.99,3.16,5,13655,27173450,12914174,13649232,50.23,0.88,4772.93,18232592,5423.78,0.03,186.57,6219.12,4586.36,44.2,118,10,Fishmeal/Dried,72,84,141,92,121.0,10,4.49,61.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100282,2018,CENTRAL,Katakwi,Tea,Export Cash Crops,6.83,6.11,57.98,9.49,14,1491,86448180,35191411,43364050,50.16,56.82,96047.39,357296290,1690.38,0.43,626.63,1457.28,95420.76,98.0,103,16,Made Tea (Black),16,71,102,51,137.0,10,18.26,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100662,2021,Northern,Arua,Sorghum,Cereals,0.3,0.29,0.52,1.78,2,1545,803400,388731,351642,43.77,0.08,25.46,91146,318.23,0.02,6.83,341.44,18.63,15.45,123,3,Raw Grain,18,36,125,34,86.0,36,15.69,41.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117018,2015,Eastern,Mbale,Tomatoes,Horticulture,4.43,3.36,34.71,10.33,9,1446,50190660,25995615,22343009,44.52,2.61,1453.09,4708011,556.74,3.33,1930.07,579.6,-476.98,7.51,93,11,Fresh Produce,25,62,107,80,106.0,33,7.38,46.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106115,2018,Western,Ntungamo,Tomatoes,Horticulture,0.34,0.28,4.51,16.1,2,1876,8460760,4310766,3700727,43.74,0.12,82.06,305263,683.8,0.18,112.86,626.98,-30.8,2.76,87,4,Fresh Produce,25,70,124,68,97.0,34,10.62,81.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107774,2023,Central,Mubende,Tobacco,Export Cash Crops,23.42,21.77,24.38,1.12,58,6830,166515400,91293785,70617464,42.41,19.68,64380.56,245933739,3271.37,0.65,2381.81,3664.32,61998.75,80.74,115,75,Cured Leaf,29,79,150,79,112.0,13,5.53,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
